"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"2E76B17A0F712728","","2026-01-14 18:28:20.417Z",  26586700, 867100000,0, 3,"CRC_BAD", 33,"LORA",125000,"SF12"  ,"4/5",-111,-20.8,"602E04E2-848CF7B7-0A8D4699-70EB259B-B226D496-62394F5F-7248B4A6-30A97527-B2"
"2E76B17A0F712728","","2026-01-14 18:28:22.509Z",  28702515, 867300000,0, 4,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-70, +9.5,"40DA315A-00800D00-08AC8918-3D9B2FBE-2627B421-B5336968"
"2E76B17A0F712728","","2026-01-14 18:28:23.555Z",  29748836, 867700000,0, 6,"CRC_OK" , 13,"LORA",125000,"SF7"   ,"4/5",-37, +9.0,"60DA315A-00810500-0685B6E3-9D"
"2E76B17A0F712728","","2026-01-14 18:28:41.678Z",  47873652, 867900000,0, 7,"CRC_BAD", 85,"LORA",125000,"SF7"   ,"2/3",-109,-11.5,"810FDBC4-D0312523-2A734B7C-EDAA074C-D28D6488-E64DE278-85B04CD4-7B74A87A-F6DEDC0A-2F8E7B83-625FB013-FEF934E5-4020D631-AF343F3E-984B6208-EEAE6894-3246BA60-0845F759-711FF7DD-A062B048-5338EF1B-AA"
"2E76B17A0F712728","","2026-01-14 18:28:48.823Z",  55019340, 867500000,0, 5,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-103, +0.5,"60BC7E4A-018CD755-07068866-84500707-586E8450-A89B3936"
"2E76B17A0F712728","","2026-01-14 18:29:06.648Z",  72844076, 867700000,0, 6,"CRC_OK" , 27,"LORA",125000,"SF7"   ,"4/5",-70, +9.5,"40DA315A-00830E00-06FF0E08-2B91FB4B-C1C02F8D-09F6CF6A-A44038"
"2E76B17A0F712728","","2026-01-14 18:29:29.350Z",  95546660, 867900000,0, 7,"CRC_OK" , 29,"LORA",125000,"SF7"   ,"4/5",-75, +9.2,"4085A895-00803308-02E39FE6-C1C2A231-C545097C-498C9FFA-CED0C217-72"
"2E76B17A0F712728","","2026-01-14 18:30:02.936Z", 129132243, 867100000,0, 3,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-70, +8.5,"40DA315A-00800F00-083E980D-EA70EC77-0A6B6092-7F4DC9ED"
"2E76B17A0F712728","","2026-01-14 18:30:23.563Z", 149758660, 867900000,0, 7,"CRC_OK" , 22,"LORA",125000,"SF7"   ,"4/5",-81, +9.5,"80789ED8-0080D8BB-022691C6-59F3412E-B0F6549E-BB50"
"2E76B17A0F712728","","2026-01-14 18:30:24.603Z", 150799859, 867100000,0, 3,"CRC_OK" , 12,"LORA",125000,"SF7"   ,"4/5",-40,+11.0,"60789ED8-00A095B7-A11D49F8"
"2E76B17A0F712728","","2026-01-14 18:31:23.822Z", 210015988, 867900000,0, 7,"CRC_BAD",145,"LORA",125000,"SF7"   ,"1/2",-108,-11.8,"D0D62ACE-5CCCD204-265973D5-9BF37259-848CC0BE-01DB84BF-C18A8CF4-4207CF3E-A17E7E99-36782A75-930B87E5-99A2AA46-4DECB373-2C3F9009-F2C1915C-C0DC359A-E8AD4C85-9A14F2D3-2E971402-8FE291D6-A85697EF-BAD74EEE-08B8D445-0415F53E-65156665-44E63E5B-EDAA535A-8E520EFC-17B2DABB-EF2F78EE-47D23B47-9D03ADD6-AD4C0ADD-05599FF8-4B3E9837-36D1E722-4B"
"2E76B17A0F712728","","2026-01-14 18:32:17.104Z", 263298627, 867300000,0, 4,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-71, +9.8,"40DA315A-00801000-08AB906F-E4AC07B3-E3E596C0-3189CA28"
"2E76B17A0F712728","","2026-01-14 18:32:49.759Z", 295952484, 867700000,0, 6,"CRC_BAD",230,"LORA",125000,"SF7"   ,"1/2",-108,-11.8,"B3A2AD50-08FFB888-CFD68F9A-A6204FC4-EEA11785-87B18AC1-CC4E67A2-1E161759-60F3FDBB-AC7D5A5B-67DDF2E4-83B6CE74-A2232881-128924F0-3ED200DD-F93CC30E-1B6590FC-7A613E62-2847E2E2-6AE3925B-2AAEE62E-1821AE57-F9CFC375-7091424B-2BA196E2-4AA65FFE-38E639CE-55A9A525-D1DA9421-5B3CDA3C-4768809E-469801C9-3409280B-3280FE4D-CA9F5FA6-9A3DF403-6CD07E70-74EF349A-D5F45B48-2C236D0F-9151FC82-33A0A476-7CB2F870-B889ED9E-EF593DFA-C7B11AB8-5EFEE708-0D9599E0-44B4C985-B8CD6DD0-E0780DC3-BCBD4540-5F9B111B-553A1583-F149C517-F06660AC-68775D33-CDD0"
"2E76B17A0F712728","","2026-01-14 18:35:20.910Z", 447077764, 867500000,0, 5,"CRC_OK" , 33,"LORA",125000,"SF12"  ,"4/5",-109,-20.2,"602E0444-24809D11-006E7389-0CF31366-17837628-2CF1E948-1EAD376D-57AA652A-F2"
"2E76B17A0F712728","","2026-01-14 18:35:27.509Z", 453704700, 867900000,0, 7,"CRC_OK" , 22,"LORA",125000,"SF7"   ,"4/5",-81,+11.0,"80789ED8-0080D9BB-026E6A18-C3AE6BEA-4AB72F0C-A521"
"2E76B17A0F712728","","2026-01-14 18:35:28.552Z", 454745891, 867100000,0, 3,"CRC_OK" , 12,"LORA",125000,"SF7"   ,"4/5",-40,+10.2,"60789ED8-00A096B7-E967ABCB"
