"gateway ID","node MAC","UTC timestamp","us count","frequency","RF chain","RX chain","status","size","modulation","bandwidth","datarate","coderate","RSSI","SNR","payload"
"2E76B17A0F712728","","2026-01-14 19:16:14.595Z",  23612412, 867900000,0, 7,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-71, +9.2,"40DA315A-00801300-08159781-A3818EE9-A33EFA1F-A46EE14D"
"2E76B17A0F712728","","2026-01-14 19:16:58.552Z",  67570171, 867100000,0, 3,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-106, -0.5,"60BC7E4A-018CDD55-07068866-84500707-586E8450-759F44CA"
"2E76B17A0F712728","","2026-01-14 19:17:22.692Z",  91708803, 867300000,0, 4,"CRC_BAD", 68,"LORA",125000,"SF7"   ,"1/2",-108,-11.5,"802F9646-D6324211-4B5F6CDB-F2A460AD-A1E9AE4E-B0BAB90A-5C8353D4-CECD9E26-B32D7D22-3CDE44E5-1C1327EB-F4BCC3AB-A5CD7379-3C6C2CA9-BF564B70-2E3EA2F2-33D7615B"
"2E76B17A0F712728","","2026-01-14 19:17:23.895Z",  92887588, 867300000,0, 4,"CRC_OK" , 33,"LORA",125000,"SF12"  ,"4/5",-107,-19.2,"602E0444-2480AA11-001BFC40-61CF363D-46AAB6B6-9DE6F136-ED1BFD32-0A87E062-8B"
"2E76B17A0F712728","","2026-01-14 19:19:03.576Z", 192594675, 867300000,0, 4,"CRC_BAD", 49,"LORA",125000,"SF7"   ,""   ,-107,-11.0,"A5FF710E-7098A57D-FEB6372A-826555A2-D96E10F4-6225A3C4-4AD5CE44-CE8A9B4E-AF71011B-CAFC83C2-C1BCC6D3-F90E3B5D-CC"
"2E76B17A0F712728","","2026-01-14 19:19:16.487Z", 205478348, 867500000,0, 5,"CRC_OK" , 31,"LORA",125000,"SF12"  ,"4/5",-108,-19.5,"606DA054-0180715E-00B02D50-BCB4680B-0CEA1084-C478B4AC-3771C429-99FCBC"
"2E76B17A0F712728","","2026-01-14 19:19:26.793Z", 215812315, 868100000,1, 0,"CRC_OK" , 29,"LORA",125000,"SF7"   ,"4/5",-81, +8.8,"4085A895-00803D08-02CEF689-4FD8D1C6-A494BE13-0FF2FFE6-C1DB44DF-AB"
"2E76B17A0F712728","","2026-01-14 19:19:51.230Z", 240249908, 867900000,0, 7,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-72,+10.8,"40DA315A-00801400-0874AFF7-E4D232DB-22ACF6D9-6F7948AD"
"2E76B17A0F712728","","2026-01-14 19:20:08.835Z", 257828180, 868300000,1, 1,"CRC_OK" , 23,"LORA",125000,"SF12"  ,"4/5",-60, +8.0,"00060000-00000000-80FD4A30-3220F1F7-2CF95CF7-CE934B"
"2E76B17A0F712728","","2026-01-14 19:20:15.646Z", 264638588, 867700000,0, 6,"CRC_OK" , 33,"LORA",125000,"SF12"  ,"4/5",-103,-13.8,"205111EB-8B718521-4947F056-7AAFBDA0-F2565C14-DCA8286E-B2D3EF1A-9D10D98E-6E"
"2E76B17A0F712728","","2026-01-14 19:20:33.026Z", 282045980, 867700000,0, 6,"CRC_OK" , 22,"LORA",125000,"SF7"   ,"4/5",-78, +8.8,"80789ED8-0080E2BB-02517FAB-1FD1F3A7-DDEF016C-49F0"
"2E76B17A0F712728","","2026-01-14 19:20:34.068Z", 283087187, 867300000,0, 4,"CRC_OK" , 12,"LORA",125000,"SF7"   ,"4/5",-37,+10.2,"60789ED8-00A09FB7-CE7BD76D"
"2E76B17A0F712728","","2026-01-14 19:22:59.211Z", 428230075, 867100000,0, 3,"CRC_BAD", 74,"LORA",125000,"SF7"   ,"4/7",-108,-11.8,"9C4429FE-2F0CCDF1-66DC9E17-1A9C54C0-BFD51873-5BF732CF-A1F56DC7-9918DE4F-FABA050B-790FD1A1-37120320-213A14D5-A0925B6B-5994AE7C-9DB5B728-82FB2ADD-4A27934C-4245CA5A-6D2A"
"2E76B17A0F712728","","2026-01-14 19:24:24.772Z", 513791763, 867100000,0, 3,"CRC_OK" , 36,"LORA",125000,"SF7"   ,"4/5",-75,+10.2,"4085A895-00803E08-02B7980A-BED715E6-4B6AA08A-54F8BDFE-C1F9E056-9D5D76EE-DD085EB3"
"2E76B17A0F712728","","2026-01-14 19:24:27.509Z", 516500964, 867300000,0, 4,"CRC_OK" , 33,"LORA",125000,"SF12"  ,"4/5",-108,-18.2,"60FFB157-0080D905-00A4BDE4-B88420A0-21F2D86C-2C3B7832-1E8D072B-BF5DFD90-A8"
"2E76B17A0F712728","","2026-01-14 19:25:22.977Z", 571995187, 868100000,1, 0,"CRC_OK" , 22,"LORA",125000,"SF7"   ,"4/5",-89, +8.0,"80789ED8-0080E3BB-02703C3F-59830813-EB1DB96A-1EA7"
"2E76B17A0F712728","","2026-01-14 19:25:25.742Z", 574747068, 867500000,0, 5,"CRC_OK" , 33,"LORA",125000,"SF11"  ,"4/5",-107,-13.5,"20CACCE7-24F9FCA8-13BAF75F-3F285062-3FB66524-549C7168-DE6BC1EA-4B2565FC-B9"
"2E76B17A0F712728","","2026-01-14 19:25:25.742Z", 574747076, 868500000,1, 2,"CRC_OK" , 33,"LORA",125000,"SF11"  ,"4/5",-45, +9.5,"20CACCE7-24F9FCA8-13BAF75F-3F285062-3FB66524-549C7168-DE6BC1EA-4B2565FC-B9"
"2E76B17A0F712728","","2026-01-14 19:26:17.165Z", 626184699, 867100000,0, 3,"CRC_BAD",  4,"LORA",125000,"SF7"   ,"4/7",-109, -9.8,"ADFD5D50"
"2E76B17A0F712728","","2026-01-14 19:26:59.062Z", 668055380, 868500000,1, 2,"CRC_OK" , 18,"LORA",125000,"SF12"  ,"4/5",-108, -5.2,"600B8ABA-01860000-0351FF00-01069E8D-F763"
"2E76B17A0F712728","","2026-01-14 19:29:22.681Z", 811700259, 868300000,1, 1,"CRC_OK" , 29,"LORA",125000,"SF7"   ,"4/5",-79, +8.0,"4085A895-00803F08-02333075-C8E6B66E-77305781-1C2E20A2-70489772-BD"
"2E76B17A0F712728","","2026-01-14 19:29:28.854Z", 817847452, 867300000,0, 4,"CRC_OK" , 33,"LORA",125000,"SF12"  ,"4/5",-108,-18.5,"60FFB157-0080DA05-007EAFE8-E93E3D76-B0B1505A-F1C4F41F-9B371F5A-57CDA950-66"
"2E76B17A0F712728","","2026-01-14 19:30:30.921Z", 879941380, 867900000,0, 7,"CRC_OK" , 22,"LORA",125000,"SF7"   ,"4/5",-81, +9.5,"80789ED8-0080E4BB-02D6D0CD-BC81D233-3D519F39-8D1F"
"2E76B17A0F712728","","2026-01-14 19:30:31.964Z", 880982579, 867100000,0, 3,"CRC_OK" , 12,"LORA",125000,"SF7"   ,"4/5",-41,+11.5,"60789ED8-00A0A1B7-A7E3C52A"
"2E76B17A0F712728","","2026-01-14 19:33:02.085Z",1031102660, 867500000,0, 5,"CRC_OK" , 24,"LORA",125000,"SF7"   ,"4/5",-103, +0.2,"60BC7E4A-018CDF55-07068866-84500707-586E8450-A3B8597B"
"2E76B17A0F712728","","2026-01-14 19:33:32.070Z",1061088692, 867700000,0, 6,"CRC_BAD",249,"LORA",125000,"SF7"   ,"2/3",-108,-12.0,"CC136315-A0DB68A4-42084C6E-587D2B40-D0959A6F-11E5A0A9-AD610D84-89234362-ECAB27F0-01104C73-2055A4ED-3EF78F7A-DD5438FA-5BB23BCB-D7297644-27FFC253-518882F1-0E34FD49-A7D2B214-ACA282F7-1D90B061-32D89CEA-A5087FB1-428224EB-ACF394F9-80264390-F224E518-CD712539-65E20582-9C3AE9FE-CDADF779-99AD5676-6325B1F2-E54A0FFC-E6AF0718-292352AF-8C3B98C2-D412AC10-00C19876-37146443-B493A785-B09924ED-2C978AD1-9A4373FB-F983881A-7DF9D687-F7C09A81-458F9251-E5127324-2762098D-DAD0933F-649FB346-58FDC98A-E48AB781-6411B6F6-18B0E324-9390B48F-CBBC6B98-9158E7F5-106CBB11-1C82D927-A2ADB24F-CA"
"2E76B17A0F712728","","2026-01-14 19:34:24.625Z",1113644227, 867100000,0, 3,"CRC_OK" , 29,"LORA",125000,"SF7"   ,"4/5",-75,+11.0,"4085A895-00804008-028CDCFF-3D0A944B-95EB41E7-11469697-8A9AA04C-11"
